Sepal_Length,Sepal_Width,Petal_Length,Petal_Width,Species
86,4144490592,13,DUO_SUPPORT,TOP
87,4144440146,13,DUO_SUPPORT,NONE
88,4144414297,13,DUO_SUPPORT,NONE
89,4144371929,13,SOLO,TOP
90,4144307239,13,DUO_SUPPORT,NONE
91,4144340077,13,DUO,MID
92,4144226363,13,DUO_SUPPORT,NONE
93,4144158229,13,DUO,NONE
94,4143127143,13,DUO_CARRY,MID
95,4137131942,13,SOLO,MID
96,4136175819,13,SOLO,MID
97,4130228061,13,DUO,MID
98,4129530358,13,SOLO,MID
99,4129458134,13,DUO_SUPPORT,NONE
0,4193131996,13,DUO_CARRY,BOTTOM
1,4193084913,13,SOLO,MID
2,4192968109,13,NONE,JUNGLE
3,4192942276,13,NONE,JUNGLE
4,4192904206,13,DUO_SUPPORT,NONE
5,4181712599,13,NONE,JUNGLE
6,4181239882,13,NONE,JUNGLE
7,4181222725,13,DUO_SUPPORT,NONE
8,4181163281,13,NONE,JUNGLE
9,4172031252,13,NONE,JUNGLE
10,4171924909,13,DUO_SUPPORT,NONE
11,4171832192,13,NONE,JUNGLE
12,4171770623,13,NONE,JUNGLE
13,4171346139,13,NONE,JUNGLE
14,4171255689,13,NONE,JUNGLE
15,4165750932,13,NONE,JUNGLE
16,4165607629,13,NONE,JUNGLE
17,4165640922,13,NONE,JUNGLE
18,4165554633,13,SOLO,MID
19,4165514756,13,NONE,JUNGLE
20,4165371918,13,NONE,JUNGLE
21,4165088215,13,DUO,NONE
22,4161493778,13,NONE,JUNGLE
23,4161472099,13,DUO_SUPPORT,NONE
24,4159458138,13,NONE,JUNGLE
25,4159441293,13,DUO_SUPPORT,BOTTOM
26,4159354165,13,SOLO,BOTTOM
27,4159265273,13,NONE,JUNGLE
28,4154720455,13,NONE,JUNGLE
29,4154515939,13,NONE,JUNGLE
30,4154432768,13,NONE,JUNGLE
31,4154311785,13,NONE,JUNGLE
32,4154127379,13,NONE,JUNGLE
33,4154016593,13,NONE,JUNGLE
34,4150750463,13,NONE,JUNGLE
35,4150645080,13,DUO_SUPPORT,NONE
36,4146490892,13,NONE,JUNGLE
37,4146348856,13,NONE,JUNGLE
38,4142534638,13,NONE,JUNGLE
39,4142502260,13,DUO_SUPPORT,NONE
40,4142424496,13,NONE,JUNGLE
41,4141879503,13,NONE,JUNGLE
42,4141756373,13,DUO,NONE
43,4141536785,13,DUO_CARRY,BOTTOM
44,4141376491,13,NONE,JUNGLE
45,4141239328,13,NONE,JUNGLE
46,4140280220,13,NONE,JUNGLE
47,4140181683,13,NONE,JUNGLE
48,4139926966,13,SOLO,MID
49,4139826709,13,DUO,MID
50,4139774959,13,NONE,JUNGLE
51,4135671529,13,NONE,JUNGLE
52,4135598575,13,DUO_SUPPORT,NONE
53,4135643201,13,NONE,JUNGLE
54,4135539540,13,DUO_SUPPORT,NONE
55,4131438536,13,NONE,JUNGLE
56,4131349884,13,NONE,JUNGLE
57,4129442788,13,NONE,JUNGLE
58,4129397180,13,SOLO,TOP
59,4129352545,13,DUO_SUPPORT,NONE
60,4129262916,13,NONE,JUNGLE
61,4127630376,13,DUO_CARRY,BOTTOM
62,4127534458,13,DUO_CARRY,BOTTOM
63,4126950341,13,NONE,JUNGLE
64,4126778547,13,NONE,JUNGLE
65,4126741986,13,DUO_SUPPORT,NONE
66,4126585791,13,NONE,JUNGLE
67,4125407718,13,DUO_SUPPORT,NONE
68,4125431720,13,DUO_SUPPORT,NONE
69,4125316315,13,SOLO,MID
70,4125287601,13,SOLO,MID
71,4123100188,13,NONE,JUNGLE
72,4123021236,13,DUO_CARRY,BOTTOM
73,4122755766,13,NONE,JUNGLE
74,4120645222,13,NONE,JUNGLE
75,4120558812,13,SOLO,TOP
76,4120513018,13,DUO_SUPPORT,NONE
77,4119806203,13,NONE,JUNGLE
78,4118727445,13,DUO_SUPPORT,NONE
79,4118690065,13,NONE,JUNGLE
80,4118590836,13,NONE,JUNGLE
81,4118495113,13,DUO_SUPPORT,NONE
82,4116651912,13,NONE,JUNGLE
83,4115506274,13,DUO_SUPPORT,BOTTOM
84,4114780530,13,NONE,JUNGLE
85,4114545906,13,NONE,JUNGLE
86,4113968762,13,NONE,JUNGLE
87,4113801333,13,DUO_SUPPORT,NONE
88,4113658211,13,NONE,JUNGLE
89,4113578978,13,DUO_SUPPORT,NONE
90,4113454174,13,NONE,JUNGLE
91,4113302397,13,NONE,JUNGLE
92,4111675522,13,SOLO,MID
93,4111590787,13,DUO_SUPPORT,BOTTOM
94,4109800718,13,NONE,JUNGLE
95,4109677863,13,NONE,JUNGLE
96,4109600085,13,NONE,JUNGLE
97,4109180399,13,DUO_SUPPORT,NONE
98,4108774058,13,NONE,JUNGLE
99,4103274503,13,NONE,JUNGLE
0,4237017428,13,DUO_SUPPORT,NONE
1,4236306754,13,DUO,NONE
2,4236283708,13,DUO_SUPPORT,NONE
3,4236219546,13,DUO_SUPPORT,MID
4,4236155339,13,NONE,JUNGLE
5,4236105557,13,NONE,JUNGLE
6,4235981063,13,NONE,JUNGLE
7,4235862266,13,DUO_SUPPORT,NONE
8,4235832895,13,DUO_SUPPORT,NONE
9,4235645877,13,SOLO,MID
10,4234806128,13,NONE,JUNGLE
11,4234667579,13,DUO,MID
12,4234652663,13,DUO_SUPPORT,NONE
13,4234065805,13,DUO_SUPPORT,NONE
14,4233988833,13,DUO_SUPPORT,BOTTOM
15,4233105414,13,NONE,JUNGLE
16,4232999015,13,NONE,JUNGLE
17,4232954994,13,NONE,JUNGLE
18,4232852774,13,NONE,JUNGLE
19,4232813301,13,DUO_SUPPORT,NONE
20,4232589739,13,NONE,JUNGLE
21,4231981632,13,DUO_SUPPORT,NONE
22,4231202803,13,DUO,NONE
23,4230877572,13,DUO_SUPPORT,NONE
24,4230421263,13,NONE,JUNGLE
25,4230334499,13,NONE,JUNGLE
26,4230145073,13,NONE,JUNGLE
27,4230002047,13,NONE,JUNGLE
28,4229694895,13,NONE,JUNGLE
29,4229545810,13,NONE,JUNGLE
30,4229406308,13,NONE,JUNGLE
31,4229333933,13,SOLO,TOP
32,4228597647,13,DUO,MID
33,4228582207,13,DUO_SUPPORT,TOP
34,4228477794,13,DUO_SUPPORT,NONE
35,4228500008,13,NONE,JUNGLE
36,4228244819,13,NONE,JUNGLE
37,4227430077,13,NONE,JUNGLE
38,4227272531,13,NONE,JUNGLE
39,4227225657,13,NONE,JUNGLE
40,4227109928,13,NONE,JUNGLE
41,4227123625,13,SOLO,MID
42,4226408592,13,DUO,NONE
43,4226423782,13,NONE,JUNGLE
44,4225899902,13,DUO,NONE
45,4225218567,13,NONE,JUNGLE
46,4225198464,13,DUO_CARRY,TOP
47,4225154052,13,NONE,JUNGLE
48,4225107854,13,SOLO,MID
49,4224988597,13,NONE,JUNGLE
50,4224891658,13,DUO_SUPPORT,NONE
51,4224712113,13,DUO,MID
52,4224160538,13,SOLO,MID
53,4223488939,13,DUO,TOP
54,4223014876,13,DUO,TOP
55,4223061077,13,DUO,TOP
56,4222969461,13,DUO,TOP
57,4222946418,13,DUO,TOP
58,4222629725,13,DUO,TOP
59,4222592292,13,DUO_CARRY,BOTTOM
60,4221399149,13,NONE,JUNGLE
61,4221142834,13,NONE,JUNGLE
62,4221061734,13,SOLO,MID
63,4221036135,13,NONE,JUNGLE
64,4221050003,13,SOLO,MID
65,4220907488,13,SOLO,MID
66,4220890876,13,SOLO,MID
67,4220843953,13,DUO,MID
68,4220583476,13,SOLO,MID
69,4220353301,13,SOLO,MID
70,4219901810,13,DUO,MID
71,4219852740,13,NONE,JUNGLE
72,4219707399,13,DUO_SUPPORT,NONE
73,4219637081,13,SOLO,MID
74,4216998163,13,NONE,JUNGLE
75,4216941024,13,DUO,TOP
76,4216789811,13,NONE,JUNGLE
77,4215996839,13,SOLO,MID
78,4216012878,13,DUO_SUPPORT,NONE
79,4215919976,13,DUO_SUPPORT,NONE
80,4215971474,13,SOLO,MID
81,4215861925,13,DUO_CARRY,BOTTOM
82,4215648624,13,DUO_SUPPORT,MID
83,4215589797,13,DUO_SUPPORT,NONE
84,4214795995,13,DUO_CARRY,MID
85,4214728537,13,DUO_SUPPORT,NONE
86,4214393961,13,DUO_SUPPORT,NONE
87,4213565971,13,DUO_SUPPORT,NONE
88,4213531490,13,DUO,MID
89,4213421437,13,NONE,JUNGLE
90,4213248542,13,DUO,TOP
91,4213303570,13,DUO_SUPPORT,NONE
92,4212634273,13,DUO,NONE
93,4212455766,13,SOLO,TOP
94,4212188200,13,NONE,JUNGLE
95,4212122163,13,NONE,JUNGLE
96,4212107609,13,DUO_SUPPORT,NONE
97,4212063616,13,DUO_SUPPORT,NONE
98,4211629907,13,NONE,JUNGLE
99,4211607708,13,DUO_SUPPORT,NONE
0,4206401059,13,DUO_SUPPORT,NONE
1,4206017848,13,DUO_SUPPORT,BOTTOM
2,4205938021,13,DUO_SUPPORT,NONE
3,4205609024,13,SOLO,MID
4,4204364678,13,NONE,JUNGLE
5,4204179511,13,NONE,JUNGLE
6,4203978889,13,SOLO,MID
7,4203889067,13,DUO_SUPPORT,NONE
8,4203197335,13,DUO_SUPPORT,NONE
9,4202315616,13,DUO_SUPPORT,NONE
10,4202088927,13,NONE,JUNGLE
11,4201137448,13,DUO,MID
12,4201058332,13,NONE,JUNGLE
13,4200927670,13,DUO_SUPPORT,NONE
14,4196936143,13,DUO_SUPPORT,NONE
15,4196737952,13,NONE,JUNGLE
16,4196647097,13,DUO_CARRY,BOTTOM
17,4196584298,13,NONE,JUNGLE
18,4196266416,13,NONE,JUNGLE
19,4196270035,13,DUO_SUPPORT,NONE
20,4195966222,13,DUO_SUPPORT,NONE
21,4195980347,13,DUO_SUPPORT,NONE
22,4195873103,13,NONE,JUNGLE
23,4195317986,13,DUO_SUPPORT,NONE
24,4194707539,13,NONE,JUNGLE
25,4194354579,13,NONE,JUNGLE
26,4194072304,13,NONE,JUNGLE
27,4192842152,13,NONE,JUNGLE
28,4186395097,13,NONE,JUNGLE
29,4186343383,13,NONE,JUNGLE
30,4186218742,13,NONE,JUNGLE
31,4186159269,13,NONE,JUNGLE
32,4185792172,13,NONE,JUNGLE
33,4181300488,13,DUO_SUPPORT,NONE
34,4181163281,13,NONE,JUNGLE
35,4181074232,13,NONE,JUNGLE
36,4180983706,13,DUO_SUPPORT,NONE
37,4180942559,13,DUO,MID
38,4176958254,13,DUO,TOP
39,4172258390,13,DUO,TOP
40,4172225722,13,DUO,NONE
41,4172218430,13,DUO,MID
42,4172152983,13,SOLO,TOP
43,4172082619,13,DUO_SUPPORT,NONE
44,4171333363,13,SOLO,BOTTOM
45,4171159834,13,NONE,JUNGLE
46,4171049110,13,NONE,JUNGLE
47,4170927336,13,DUO_SUPPORT,MID
48,4170921269,13,DUO_SUPPORT,NONE
49,4170865803,13,DUO_SUPPORT,NONE
50,4170788760,13,DUO,TOP
51,4170073619,13,NONE,JUNGLE
52,4170014909,13,NONE,JUNGLE
53,4169942787,13,DUO_SUPPORT,NONE
54,4169903529,13,NONE,JUNGLE
55,4169722149,13,NONE,JUNGLE
56,4169118486,13,NONE,JUNGLE
57,4169201896,13,DUO_SUPPORT,NONE
58,4168792657,13,DUO_SUPPORT,NONE
59,4168728555,13,DUO,NONE
60,4168514958,13,NONE,JUNGLE
61,4167407462,13,NONE,JUNGLE
62,4167279854,13,NONE,JUNGLE
63,4167234548,13,NONE,JUNGLE
64,4167125239,13,DUO_SUPPORT,BOTTOM
65,4167076416,13,NONE,JUNGLE
66,4163620377,13,DUO_SUPPORT,NONE
67,4163513474,13,DUO_SUPPORT,NONE
68,4161404091,13,DUO_SUPPORT,BOTTOM
69,4159188531,13,NONE,JUNGLE
70,4159137019,13,DUO_SUPPORT,NONE
71,4155282611,13,NONE,JUNGLE
72,4155176171,13,DUO_SUPPORT,BOTTOM
73,4155171026,13,DUO_SUPPORT,NONE
74,4155035040,13,DUO_SUPPORT,NONE
75,4154794137,13,DUO_SUPPORT,NONE
76,4154582882,13,DUO_SUPPORT,NONE
77,4152382486,13,NONE,JUNGLE
78,4152264346,13,NONE,JUNGLE
79,4151951710,13,DUO,NONE
80,4146412027,13,NONE,JUNGLE
81,4146316421,13,NONE,JUNGLE
82,4146291605,13,DUO_SUPPORT,NONE
83,4146223787,13,DUO,NONE
84,4146037306,13,NONE,JUNGLE
85,4146004254,13,NONE,JUNGLE
86,4140095323,13,DUO_SUPPORT,BOTTOM
87,4139948419,13,DUO_SUPPORT,NONE
88,4139034079,13,DUO_SUPPORT,MID
89,4139020816,13,DUO,NONE
90,4137514979,13,SOLO,TOP
91,4137445850,13,NONE,JUNGLE
92,4137320191,13,NONE,JUNGLE
93,4137271605,13,DUO_SUPPORT,NONE
94,4135445969,13,DUO_SUPPORT,NONE
95,4135306777,13,DUO_SUPPORT,NONE
96,4134917465,13,NONE,JUNGLE
97,4134793938,13,DUO_CARRY,BOTTOM
98,4134683426,13,DUO_CARRY,BOTTOM
99,4134564780,13,DUO_SUPPORT,NONE
0,4127338750,13,DUO,MID
1,4127269228,13,SOLO,TOP
2,4127061496,13,DUO_SUPPORT,NONE
3,4125243537,13,SOLO,TOP
4,4123560494,13,SOLO,TOP
5,4123170687,13,DUO,MID
6,4122428305,13,NONE,JUNGLE
7,4118590836,13,SOLO,TOP
8,4118432488,13,DUO_SUPPORT,NONE
9,4116437323,13,SOLO,TOP
10,4116420947,13,SOLO,TOP
11,4116204653,13,SOLO,MID
12,4115928624,13,SOLO,TOP
13,4115724335,13,DUO_SUPPORT,NONE
14,4115435875,13,SOLO,TOP
15,4115406911,13,DUO_SUPPORT,NONE
16,4115253493,13,DUO,MID
17,4115173143,13,NONE,JUNGLE
18,4114823744,13,DUO_SUPPORT,NONE
19,4114800165,13,DUO_SUPPORT,NONE
20,4112351479,13,DUO_CARRY,TOP
21,4112299758,13,NONE,JUNGLE
22,4112318548,13,DUO_SUPPORT,NONE
23,4112279087,13,DUO_SUPPORT,NONE
24,4112307387,13,DUO_SUPPORT,NONE
25,4112335853,13,DUO,BOTTOM
26,4112266698,13,DUO,NONE
27,4109600085,13,SOLO,TOP
28,4109392380,13,SOLO,TOP
29,4109295555,13,SOLO,TOP
30,4108980284,13,SOLO,TOP
31,4108678493,13,DUO_CARRY,BOTTOM
32,4108608285,13,SOLO,TOP
33,4108419916,13,DUO_CARRY,BOTTOM
34,4108308590,13,SOLO,TOP
35,4107902587,13,DUO_SUPPORT,NONE
36,4107887432,13,DUO_SUPPORT,NONE
37,4107798454,13,SOLO,TOP
38,4107480872,13,SOLO,TOP
39,4106976785,13,SOLO,TOP
40,4106762702,13,SOLO,TOP
41,4106676657,13,DUO,NONE
42,4106527799,13,SOLO,TOP
43,4106355231,13,SOLO,TOP
44,4106254207,13,SOLO,MID
45,4106098015,13,DUO,MID
46,4106071978,13,DUO,TOP
47,4104917522,13,SOLO,TOP
48,4104863524,13,SOLO,TOP
49,4104705538,13,SOLO,TOP
50,4104571256,13,SOLO,TOP
51,4104540446,13,DUO_SUPPORT,NONE
52,4104397715,13,SOLO,TOP
53,4104295154,13,DUO_SUPPORT,NONE
54,4104186477,13,DUO_SUPPORT,NONE
55,4104070075,13,DUO,MID
56,4103992622,13,SOLO,TOP
57,4103319177,13,DUO,NONE
58,4103306236,13,DUO,TOP
59,4103117170,13,DUO_SUPPORT,NONE
60,4102792112,13,DUO_SUPPORT,BOTTOM
61,4102690842,13,SOLO,TOP
62,4102521999,13,SOLO,TOP
63,4101104844,13,NONE,JUNGLE
64,4101039465,13,SOLO,TOP
65,4101040233,13,DUO_SUPPORT,NONE
66,4100863435,13,SOLO,TOP
67,4100851447,13,DUO_SUPPORT,BOTTOM
68,4100770106,13,DUO_SUPPORT,BOTTOM
69,4100496469,13,SOLO,TOP
70,4100265103,13,SOLO,TOP
71,4099606125,13,SOLO,TOP
72,4099570975,13,SOLO,TOP
73,4099475018,13,SOLO,MID
74,4097862503,13,DUO,MID
75,4097657639,13,DUO,MID
76,4097680374,13,SOLO,TOP
77,4097495230,13,DUO_SUPPORT,NONE
78,4097214856,13,SOLO,MID
79,4097154766,13,SOLO,MID
80,4097023980,13,SOLO,TOP
81,4096824849,13,SOLO,TOP
82,4091247623,13,SOLO,TOP
83,4091009300,13,DUO_SUPPORT,BOTTOM
84,4089029953,13,DUO_SUPPORT,NONE
85,4087298419,13,SOLO,TOP
86,4087252589,13,SOLO,TOP
87,4087122837,13,NONE,JUNGLE
88,4086131725,13,SOLO,TOP
89,4086017819,13,SOLO,TOP
90,4086003247,13,DUO_SUPPORT,NONE
91,4085924373,13,SOLO,TOP
92,4085916687,13,DUO_CARRY,BOTTOM
93,4085350760,13,NONE,JUNGLE
94,4085237724,13,SOLO,TOP
95,4085281382,13,SOLO,TOP
96,4085089225,13,SOLO,TOP
97,4084835470,13,SOLO,TOP
98,4084786564,13,DUO_SUPPORT,NONE
99,4084698465,13,DUO,TOP
0,4186395097,13,DUO,MID
1,4186400156,13,DUO_SUPPORT,BOTTOM
2,4186325426,13,DUO_SUPPORT,BOTTOM
3,4185133318,13,DUO_SUPPORT,BOTTOM
4,4184651194,13,DUO_SUPPORT,BOTTOM
5,4183805971,13,DUO_CARRY,BOTTOM
6,4183802761,13,DUO_SUPPORT,NONE
7,4183748080,13,DUO_SUPPORT,BOTTOM
8,4183695074,13,DUO_CARRY,BOTTOM
9,4183663115,13,DUO_SUPPORT,BOTTOM
10,4180935737,13,DUO_SUPPORT,NONE
11,4179681971,13,DUO_SUPPORT,BOTTOM
12,4179319059,13,DUO_SUPPORT,BOTTOM
13,4174734206,13,DUO_SUPPORT,NONE
14,4174639568,13,DUO_SUPPORT,MID
15,4173513015,13,DUO_SUPPORT,BOTTOM
16,4173041677,13,DUO_SUPPORT,BOTTOM
17,4168157037,13,DUO_SUPPORT,BOTTOM
18,4162467570,13,DUO_SUPPORT,BOTTOM
19,4162470800,13,DUO_SUPPORT,BOTTOM
20,4161918194,13,DUO_SUPPORT,BOTTOM
21,4161138687,13,DUO_SUPPORT,BOTTOM
22,4159767530,13,DUO_SUPPORT,BOTTOM
23,4157502474,13,DUO_SUPPORT,BOTTOM
24,4157337024,13,DUO_SUPPORT,NONE
25,4157273935,13,DUO_SUPPORT,BOTTOM
26,4157193928,13,DUO_SUPPORT,BOTTOM
27,4152705290,13,DUO_SUPPORT,BOTTOM
28,4152664093,13,DUO_SUPPORT,BOTTOM
29,4152644963,13,DUO_SUPPORT,BOTTOM
30,4152524765,13,DUO_SUPPORT,BOTTOM
31,4150942929,13,DUO_SUPPORT,BOTTOM
32,4150643109,13,DUO_SUPPORT,BOTTOM
33,4149767844,13,DUO_SUPPORT,NONE
34,4149716272,13,DUO_SUPPORT,NONE
35,4149612781,13,DUO_SUPPORT,BOTTOM
36,4149575255,13,DUO_SUPPORT,BOTTOM
37,4149250291,13,DUO_SUPPORT,BOTTOM
38,4149113175,13,DUO_SUPPORT,BOTTOM
39,4149094723,13,DUO_SUPPORT,NONE
40,4148968872,13,DUO_SUPPORT,BOTTOM
41,4144698447,13,DUO_SUPPORT,BOTTOM
42,4144399667,13,DUO_SUPPORT,BOTTOM
43,4144375109,13,DUO_SUPPORT,NONE
44,4144318507,13,DUO_SUPPORT,MID
45,4144284607,13,DUO_SUPPORT,BOTTOM
46,4144264119,13,DUO_SUPPORT,BOTTOM
47,4143331180,13,DUO_SUPPORT,NONE
48,4142727170,13,DUO_SUPPORT,NONE
49,4142496688,13,DUO_SUPPORT,BOTTOM
50,4142458280,13,DUO_SUPPORT,BOTTOM
51,4142430208,13,DUO_SUPPORT,BOTTOM
52,4142352874,13,DUO_SUPPORT,BOTTOM
53,4142223405,13,DUO_SUPPORT,BOTTOM
54,4142075523,13,DUO_SUPPORT,NONE
55,4139612730,13,DUO_SUPPORT,TOP
56,4138925885,13,DUO_SUPPORT,TOP
57,4138031374,13,DUO_SUPPORT,NONE
58,4137589894,13,DUO_SUPPORT,MID
59,4137634592,13,DUO_SUPPORT,NONE
60,4135951185,13,DUO_SUPPORT,BOTTOM
61,4135518393,13,DUO_SUPPORT,BOTTOM
62,4135534380,13,DUO_SUPPORT,NONE
63,4135531183,13,DUO,NONE
64,4135422684,13,DUO_SUPPORT,BOTTOM
65,4130501671,13,DUO_SUPPORT,NONE
66,4129887270,13,DUO_SUPPORT,BOTTOM
67,4129464199,13,DUO_SUPPORT,BOTTOM
68,4129422089,13,DUO_SUPPORT,NONE
69,4129374203,13,DUO_SUPPORT,BOTTOM
70,4129330178,13,DUO_SUPPORT,MID
71,4128607414,13,DUO_SUPPORT,BOTTOM
72,4128534367,13,DUO_SUPPORT,BOTTOM
73,4128456917,13,DUO_SUPPORT,BOTTOM
74,4127872199,13,DUO_SUPPORT,BOTTOM
75,4127584723,13,DUO_SUPPORT,BOTTOM
76,4127509160,13,DUO_SUPPORT,BOTTOM
77,4127454765,13,DUO_SUPPORT,BOTTOM
78,4127415982,13,DUO_SUPPORT,BOTTOM
79,4126358106,13,DUO_SUPPORT,BOTTOM
80,4125289297,13,DUO_SUPPORT,NONE
81,4125243537,13,DUO_SUPPORT,BOTTOM
82,4125118472,13,DUO_SUPPORT,BOTTOM
83,4123918322,13,DUO_SUPPORT,BOTTOM
84,4121748427,13,DUO_SUPPORT,BOTTOM
85,4121105380,13,DUO_SUPPORT,BOTTOM
86,4121120714,13,DUO_SUPPORT,BOTTOM
87,4119780186,13,DUO_SUPPORT,NONE
88,4119666616,13,DUO_SUPPORT,NONE
89,4119042718,13,DUO_SUPPORT,BOTTOM
90,4118744038,13,DUO_SUPPORT,MID
91,4118706514,13,DUO_SUPPORT,BOTTOM
92,4118648685,13,DUO_SUPPORT,BOTTOM
93,4118633018,13,DUO_SUPPORT,BOTTOM
94,4118526123,13,DUO_SUPPORT,BOTTOM
95,4116802148,13,DUO_SUPPORT,BOTTOM
96,4115507722,13,DUO_SUPPORT,BOTTOM
97,4115488559,13,DUO_SUPPORT,BOTTOM
98,4115038173,13,SOLO,TOP
99,4114780530,13,DUO_SUPPORT,BOTTOM
0,4211705980,13,DUO,BOTTOM
1,4211701138,13,DUO_CARRY,BOTTOM
2,4211663289,13,SOLO,MID
3,4211517235,13,DUO_CARRY,BOTTOM
4,4211531629,13,DUO_CARRY,BOTTOM
5,4211416006,13,DUO_CARRY,BOTTOM
6,4211326214,13,DUO_CARRY,BOTTOM
7,4210708604,13,DUO_CARRY,BOTTOM
8,4210322448,13,DUO,BOTTOM
9,4210271732,13,SOLO,BOTTOM
10,4209429508,13,DUO_CARRY,BOTTOM
11,4209414882,13,DUO_CARRY,BOTTOM
12,4209372132,13,DUO_CARRY,BOTTOM
13,4209324214,13,DUO_CARRY,BOTTOM
14,4209177521,13,DUO,NONE
15,4209005606,13,DUO_SUPPORT,NONE
16,4208866434,13,DUO_CARRY,BOTTOM
17,4208196149,13,DUO_CARRY,BOTTOM
18,4208128615,13,DUO_CARRY,BOTTOM
19,4207470343,13,DUO,MID
20,4207375263,13,DUO_CARRY,BOTTOM
21,4207121253,13,DUO_SUPPORT,NONE
22,4207007489,13,DUO_CARRY,BOTTOM
23,4207022923,13,DUO,TOP
24,4206979335,13,DUO_SUPPORT,NONE
25,4206778882,13,DUO_CARRY,BOTTOM
26,4206803276,13,DUO_SUPPORT,NONE
27,4206692119,13,DUO,BOTTOM
28,4205592142,13,DUO_CARRY,BOTTOM
29,4205279510,13,DUO_CARRY,BOTTOM
30,4204864865,13,DUO_CARRY,BOTTOM
31,4204810613,13,DUO_CARRY,BOTTOM
32,4204713965,13,DUO_SUPPORT,NONE
33,4204446541,13,DUO_SUPPORT,NONE
34,4204364678,13,DUO_CARRY,BOTTOM
35,4204281913,13,DUO_CARRY,BOTTOM
36,4204007475,13,DUO_CARRY,BOTTOM
37,4203978889,13,DUO_CARRY,BOTTOM
38,4203170213,13,DUO_CARRY,BOTTOM
39,4203019144,13,DUO_CARRY,BOTTOM
40,4203000622,13,DUO_CARRY,BOTTOM
41,4202952970,13,DUO,MID
42,4201550035,13,DUO_CARRY,BOTTOM
43,4201388499,13,DUO_CARRY,BOTTOM
44,4201336016,13,DUO_CARRY,BOTTOM
45,4200851149,13,DUO_CARRY,BOTTOM
46,4199846638,13,SOLO,BOTTOM
47,4199840204,13,DUO_CARRY,BOTTOM
48,4199679786,13,DUO_CARRY,BOTTOM
49,4198723238,13,DUO_CARRY,BOTTOM
50,4198684906,13,SOLO,BOTTOM
51,4198547900,13,DUO_CARRY,BOTTOM
52,4198331794,13,DUO_CARRY,BOTTOM
53,4197531406,13,DUO,MID
54,4197308625,13,DUO_SUPPORT,BOTTOM
55,4197282194,13,DUO_CARRY,BOTTOM
56,4195397820,13,DUO_CARRY,BOTTOM
57,4195393616,13,DUO,MID
58,4195367318,13,DUO_SUPPORT,NONE
59,4195302594,13,DUO_CARRY,BOTTOM
60,4193707954,13,DUO_CARRY,BOTTOM
61,4193175097,13,DUO_CARRY,BOTTOM
62,4193131996,13,DUO_CARRY,BOTTOM
63,4193038426,13,SOLO,BOTTOM
64,4192957162,13,DUO_CARRY,BOTTOM
65,4192155437,13,DUO_CARRY,BOTTOM
66,4191808901,13,DUO_SUPPORT,NONE
67,4191802028,13,DUO_SUPPORT,NONE
68,4191631565,13,DUO_CARRY,BOTTOM
69,4191584905,13,DUO_SUPPORT,NONE
70,4191449513,13,DUO_CARRY,BOTTOM
71,4190799477,13,DUO_CARRY,BOTTOM
72,4190756756,13,DUO_SUPPORT,NONE
73,4190737665,13,DUO,MID
74,4190720027,13,DUO_CARRY,BOTTOM
75,4190635535,13,DUO_SUPPORT,NONE
76,4188798209,13,DUO_CARRY,BOTTOM
77,4188795118,13,NONE,JUNGLE
78,4188737897,13,DUO_CARRY,BOTTOM
79,4188751473,13,SOLO,BOTTOM
80,4188637219,13,DUO_SUPPORT,NONE
81,4188557310,13,DUO_CARRY,BOTTOM
82,4188343925,13,NONE,JUNGLE
83,4186391703,13,DUO_CARRY,BOTTOM
84,4186295902,13,DUO_CARRY,BOTTOM
85,4186280685,13,DUO_SUPPORT,NONE
86,4186262045,13,DUO_CARRY,BOTTOM
87,4186165764,13,DUO_CARRY,BOTTOM
88,4184274063,13,DUO_CARRY,BOTTOM
89,4183747833,13,DUO_CARRY,BOTTOM
90,4183657380,13,DUO_CARRY,BOTTOM
91,4183660176,13,DUO_SUPPORT,NONE
92,4183259040,13,DUO_SUPPORT,BOTTOM
93,4183157870,13,DUO_CARRY,BOTTOM
94,4183089265,13,DUO_SUPPORT,NONE
95,4183045571,13,DUO_CARRY,BOTTOM
96,4182612580,13,DUO_CARRY,BOTTOM
97,4179376083,13,DUO_SUPPORT,NONE
98,4179267890,13,SOLO,BOTTOM
99,4179208921,13,DUO_CARRY,BOTTOM
0,4249117150,13,NONE,JUNGLE
1,4249018144,13,NONE,JUNGLE
2,4248950267,13,DUO_SUPPORT,NONE
3,4248913081,13,DUO_SUPPORT,NONE
4,4247865782,13,DUO_SUPPORT,NONE
5,4247406440,13,DUO_SUPPORT,NONE
6,4247352238,13,DUO_SUPPORT,NONE
7,4247287145,13,NONE,JUNGLE
8,4247263043,13,NONE,JUNGLE
9,4246947749,13,NONE,JUNGLE
10,4246924258,13,NONE,JUNGLE
11,4246368442,13,NONE,JUNGLE
12,4246178873,13,NONE,JUNGLE
13,4245842420,13,NONE,JUNGLE
14,4245807389,13,DUO_SUPPORT,NONE
15,4245638437,13,DUO_SUPPORT,NONE
16,4245539594,13,NONE,JUNGLE
17,4245505922,13,DUO_SUPPORT,NONE
18,4244487159,13,DUO_CARRY,BOTTOM
19,4244483847,13,NONE,JUNGLE
20,4244368275,13,NONE,JUNGLE
21,4244170219,13,NONE,JUNGLE
22,4244080547,13,NONE,JUNGLE
23,4242839161,13,DUO_SUPPORT,NONE
